Year,Sector,Fuel.Type,Methane.emissions,Industry.Type
2016,Power Plants,4,2.5,"C,D"
2016,Power Plants,4,0.5,"C,D"
2016,Power Plants,4,0.5,"C,D"
2016,Power Plants,4,0.25,"C,D"
2016,Power Plants,4,0.25,"C,D"
2015,Power Plants,1,12187,"C,D"
2015,Power Plants,4,3.75,"C,D"
2015,Power Plants,1,10705.25,"C,D"
2015,Power Plants,4,5.75,"C,D"
2015,Power Plants,1,8478.5,"C,D"
2015,Power Plants,4,6,"C,D"
2015,Power Plants,1,13602.5,"C,D"
2015,Power Plants,4,0.25,"C,D"
2015,Power Plants,4,0.25,"C,D"
2015,Power Plants,4,0.25,"C,D"
2015,Power Plants,4,0.25,"C,D"
2015,Power Plants,4,0.25,"C,D"
2015,Power Plants,4,3,"C,D"
2015,Power Plants,4,0.5,"C,D"
2015,Power Plants,4,0.5,"C,D"
2015,Power Plants,4,0.25,"C,D"
2015,Power Plants,4,0.25,"C,D"
2014,Power Plants,1,11730,"C,D"
2014,Power Plants,4,5.75,"C,D"
2014,Power Plants,1,7755.25,"C,D"
2014,Power Plants,4,2.5,"C,D"
2014,Power Plants,1,12552.75,"C,D"
2014,Power Plants,4,4.75,"C,D"
2014,Power Plants,1,10216.25,"C,D"
2014,Power Plants,4,1,"C,D"
2014,Power Plants,4,0.25,"C,D"
2014,Power Plants,4,0.25,"C,D"
2014,Power Plants,4,0.25,"C,D"
2014,Power Plants,4,0.25,"C,D"
2014,Power Plants,4,4.75,"C,D"
2014,Power Plants,4,0.5,"C,D"
2014,Power Plants,4,0.5,"C,D"
2013,Power Plants,1,456.5,"C,D"
2013,Power Plants,4,1.5,"C,D"
2013,Power Plants,1,2936.5,"C,D"
2013,Power Plants,4,1.5,"C,D"
2013,Power Plants,1,10818.25,"C,D"
2013,Power Plants,4,5.5,"C,D"
2013,Power Plants,1,13314.5,"C,D"
2013,Power Plants,4,0.5,"C,D"
2013,Power Plants,4,0.25,"C,D"
2013,Power Plants,1,17765.75,"C,D"
2013,Power Plants,4,6.25,"C,D"
2013,Power Plants,4,0.25,"C,D"
2013,Power Plants,4,0.25,"C,D"
2013,Power Plants,4,0.25,"C,D"
2013,Power Plants,4,2,"C,D"
2013,Power Plants,4,0.5,"C,D"
2013,Power Plants,4,0.5,"C,D"
2013,Power Plants,4,0.25,"C,D"
2013,Power Plants,4,0.25,"C,D"
2012,Power Plants,1,12907.5,"C,D"
2012,Power Plants,4,1.75,"C,D"
2012,Power Plants,1,9108,"C,D"
2012,Power Plants,4,3,"C,D"
2012,Power Plants,4,0.25,"C,D"
2012,Power Plants,1,21474.25,"C,D"
2012,Power Plants,4,11.75,"C,D"
2012,Power Plants,4,0.25,"C,D"
2012,Power Plants,4,0.25,"C,D"
2012,Power Plants,4,0.25,"C,D"
2012,Power Plants,4,0.25,"C,D"
2012,Power Plants,4,0.5,"C,D"
2012,Power Plants,4,0.5,"C,D"
2012,Power Plants,4,0.25,"C,D"
2012,Power Plants,4,0.25,"C,D"
2011,Power Plants,1,10181.75,"C,D"
2011,Power Plants,4,1.75,"C,D"
2011,Power Plants,1,12564.75,"C,D"
2011,Power Plants,4,0.5,"C,D"
2011,Power Plants,4,0.25,"C,D"
2011,Power Plants,1,24111.75,"C,D"
2011,Power Plants,4,12.5,"C,D"
2011,Power Plants,4,0.25,"C,D"
2011,Power Plants,4,0.25,"C,D"
2011,Power Plants,4,0.25,"C,D"
2011,Power Plants,4,4.75,"C,D"
2011,Power Plants,4,0.5,"C,D"
2011,Power Plants,4,0.5,"C,D"
2011,Power Plants,4,0.25,"C,D"
2011,Power Plants,4,0.25,"C,D"
2021,Power Plants,2,460.75,"C,D"
2021,Power Plants,2,428,"C,D"
2021,Power Plants,2,392,"C,D"
2020,Power Plants,2,386.5,"C,D"
2020,Power Plants,2,452.75,"C,D"
2020,Power Plants,2,455,"C,D"
2019,Power Plants,2,430.5,"C,D"
2019,Power Plants,2,462,"C,D"
2019,Power Plants,2,381.5,"C,D"
2018,Power Plants,2,437,"C,D"
2018,Power Plants,2,333.75,"C,D"
2018,Power Plants,2,424,"C,D"
2017,Power Plants,2,369.25,"C,D"
2017,Power Plants,2,360.5,"C,D"
2017,Power Plants,2,382,"C,D"
2016,Power Plants,2,355,"C,D"
2016,Power Plants,2,313.25,"C,D"
2016,Power Plants,2,375.75,"C,D"
2015,Power Plants,2,178.25,"C,D"
2015,Power Plants,2,225.75,"C,D"
2015,Power Plants,2,197,"C,D"
2014,Power Plants,2,89.75,"C,D"
2014,Power Plants,2,100.5,"C,D"
2014,Power Plants,2,95.5,"C,D"
2013,Power Plants,2,105.5,"C,D"
2013,Power Plants,2,118,"C,D"
2013,Power Plants,2,106,"C,D"
2013,Power Plants,2,0.75,"C,D"
2012,Power Plants,2,256.25,"C,D"
2012,Power Plants,2,221.5,"C,D"
2012,Power Plants,2,232.5,"C,D"
2012,Power Plants,2,0.25,"C,D"
2011,Power Plants,2,71,"C,D"
2011,Power Plants,2,137.5,"C,D"
2011,Power Plants,2,137.5,"C,D"
2011,Power Plants,2,0.5,"C,D"
2019,Power Plants,1,31.75,"C,D"
2019,Power Plants,1,28,"C,D"
2019,Power Plants,1,20.25,"C,D"
2018,Power Plants,1,20.75,"C,D"
2018,Power Plants,1,30,"C,D"
2018,Power Plants,1,109,"C,D"
2018,Power Plants,1,145,"C,D"
2018,Power Plants,1,141,"C,D"
2017,Power Plants,1,92,"C,D"
2017,Power Plants,1,88.25,"C,D"
2017,Power Plants,1,3.5,"C,D"
2017,Power Plants,1,140.25,"C,D"
2017,Power Plants,1,146.25,"C,D"
2016,Power Plants,1,87.5,"C,D"
2016,Power Plants,1,89.5,"C,D"
2016,Power Plants,1,132.5,"C,D"
2016,Power Plants,1,129,"C,D"
2016,Power Plants,1,135.5,"C,D"
2015,Power Plants,1,77.75,"C,D"
2015,Power Plants,1,88,"C,D"
2015,Power Plants,1,121,"C,D"
2015,Power Plants,1,129.5,"C,D"
2015,Power Plants,1,130.5,"C,D"
2014,Power Plants,1,93.25,"C,D"
2014,Power Plants,1,91,"C,D"
2014,Power Plants,1,113,"C,D"
2014,Power Plants,1,142.5,"C,D"
2014,Power Plants,1,150.25,"C,D"
2013,Power Plants,1,97.25,"C,D"
2013,Power Plants,1,98.75,"C,D"
2013,Power Plants,1,127,"C,D"
2013,Power Plants,1,139,"C,D"
2013,Power Plants,1,120,"C,D"
2012,Power Plants,1,91.25,"C,D"
2012,Power Plants,1,95.5,"C,D"
2012,Power Plants,1,111.25,"C,D"
2012,Power Plants,1,142,"C,D"
2012,Power Plants,1,147.5,"C,D"
2011,Power Plants,1,87.25,"C,D"
2011,Power Plants,1,117,"C,D"
2011,Power Plants,1,157,"C,D"
2011,Power Plants,1,159.75,"C,D"
2011,Power Plants,1,164.25,"C,D"
2022,Power Plants,2,12.5,"C,D"
2022,Power Plants,2,29.75,"C,D"
2022,Power Plants,2,20.5,"C,D"
2022,Power Plants,2,33.5,"C,D"
2022,Power Plants,2,0.25,"C,D"
2021,Power Plants,2,57.75,"C,D"
2021,Power Plants,2,11,"C,D"
2021,Power Plants,2,71.5,"C,D"
2021,Power Plants,2,67.75,"C,D"
2021,Power Plants,2,0.5,"C,D"
2020,Power Plants,2,97,"C,D"
2020,Power Plants,2,74,"C,D"
2020,Power Plants,2,71,"C,D"
2020,Power Plants,2,76,"C,D"
2020,Power Plants,2,1,"C,D"
2019,Power Plants,2,42,"C,D"
2019,Power Plants,2,49.25,"C,D"
2019,Power Plants,2,53.5,"C,D"
2019,Power Plants,2,51.5,"C,D"
2019,Power Plants,2,0.5,"C,D"
2018,Power Plants,2,72.5,"C,D"
2018,Power Plants,2,51,"C,D"
2018,Power Plants,2,66.75,"C,D"
2018,Power Plants,2,62.75,"C,D"
2018,Power Plants,2,0.25,"C,D"
2017,Power Plants,2,22,"C,D"
2017,Power Plants,2,17.5,"C,D"
2017,Power Plants,2,20.5,"C,D"
2017,Power Plants,2,19.25,"C,D"
2016,Power Plants,2,89.25,"C,D"
2016,Power Plants,2,72.25,"C,D"
2016,Power Plants,2,84.25,"C,D"
2016,Power Plants,2,44,"C,D"
2016,Power Plants,2,0.25,"C,D"
2015,Power Plants,2,38.75,"C,D"
2015,Power Plants,2,27,"C,D"
2015,Power Plants,2,31.5,"C,D"
2015,Power Plants,2,26.5,"C,D"
2015,Power Plants,2,0.25,"C,D"
2014,Power Plants,2,10.5,"C,D"
2014,Power Plants,2,10,"C,D"
2014,Power Plants,2,7,"C,D"
2014,Power Plants,2,7,"C,D"
2013,Power Plants,2,9.25,"C,D"
2013,Power Plants,2,12.75,"C,D"
2013,Power Plants,2,7.75,"C,D"
2013,Power Plants,2,12,"C,D"
2012,Power Plants,2,44,"C,D"
2012,Power Plants,2,33.5,"C,D"
2012,Power Plants,2,35.25,"C,D"
2012,Power Plants,2,28.75,"C,D"
2012,Power Plants,2,0.25,"C,D"
2011,Power Plants,2,18.75,"C,D"
2011,Power Plants,2,14,"C,D"
2011,Power Plants,2,20.5,"C,D"
2011,Power Plants,2,13.5,"C,D"
2011,Power Plants,2,0.25,"C,D"
2021,Power Plants,2,8,"C,D"
2021,Power Plants,3,3,"C,D"
2021,Power Plants,4,0.25,"C,D"
2021,Power Plants,4,0.25,"C,D"
2021,Power Plants,4,0.25,"C,D"
2021,Power Plants,2,1.25,"C,D"
2021,Power Plants,2,1.75,"C,D"
2020,Power Plants,1,381,"C,D"
2020,Power Plants,2,24,"C,D"
2020,Power Plants,3,8.75,"C,D"
2020,Power Plants,2,0.25,"C,D"
2020,Power Plants,2,0.75,"C,D"
2019,Power Plants,1,1330.25,"C,D"
2019,Power Plants,2,25.75,"C,D"
2019,Power Plants,3,0.25,"C,D"
2019,Power Plants,3,17,"C,D"
2019,Power Plants,2,0.75,"C,D"
2019,Power Plants,2,1.25,"C,D"
2018,Power Plants,1,1824.5,"C,D"
2018,Power Plants,2,23,"C,D"
2018,Power Plants,3,0.25,"C,D"
2018,Power Plants,3,17.25,"C,D"
2018,Power Plants,2,1,"C,D"
2018,Power Plants,2,1.25,"C,D"
2017,Power Plants,1,2219.75,"C,D"
2017,Power Plants,2,20,"C,D"
2017,Power Plants,3,13.75,"C,D"
2017,Power Plants,2,1,"C,D"
2017,Power Plants,2,1.5,"C,D"
2016,Power Plants,1,234.5,"C,D"
2016,Power Plants,2,27.5,"C,D"
2016,Power Plants,3,0.5,"C,D"
2016,Power Plants,3,9.5,"C,D"
2016,Power Plants,2,0.75,"C,D"
2016,Power Plants,2,1.5,"C,D"
2015,Power Plants,1,1900.75,"C,D"
2015,Power Plants,2,5.25,"C,D"
2015,Power Plants,3,3.25,"C,D"
2015,Power Plants,1,2788.25,"C,D"
2015,Power Plants,2,28,"C,D"
2015,Power Plants,3,0.5,"C,D"
2015,Power Plants,3,6.25,"C,D"
2015,Power Plants,2,1.5,"C,D"
2015,Power Plants,2,1.5,"C,D"
2014,Power Plants,1,2418,"C,D"
2014,Power Plants,2,4.25,"C,D"
2014,Power Plants,3,7,"C,D"
2014,Power Plants,1,3681.25,"C,D"
2014,Power Plants,2,16.5,"C,D"
2014,Power Plants,3,4.75,"C,D"
2014,Power Plants,2,1.75,"C,D"
2014,Power Plants,2,0.5,"C,D"
2013,Power Plants,1,3542.75,"C,D"
2013,Power Plants,2,4.5,"C,D"
2013,Power Plants,3,7.25,"C,D"
2013,Power Plants,1,2740.75,"C,D"
2013,Power Plants,2,14.75,"C,D"
2013,Power Plants,3,1.25,"C,D"
2013,Power Plants,2,0.25,"C,D"
2013,Power Plants,2,1,"C,D"
2012,Power Plants,1,2412.75,"C,D"
2012,Power Plants,2,4.75,"C,D"
2012,Power Plants,3,5,"C,D"
2012,Power Plants,1,3804.5,"C,D"
2012,Power Plants,2,22.75,"C,D"
2012,Power Plants,3,2,"C,D"
2012,Power Plants,2,0.25,"C,D"
2012,Power Plants,2,1.25,"C,D"
2012,Power Plants,2,1,"C,D"
2011,Power Plants,1,3443.75,"C,D"
2011,Power Plants,2,4.25,"C,D"
2011,Power Plants,3,9,"C,D"
2011,Power Plants,1,3585.25,"C,D"
2011,Power Plants,2,12.75,"C,D"
2011,Power Plants,3,3.75,"C,D"
2011,Power Plants,2,1.75,"C,D"
2011,Power Plants,2,1,"C,D"
2018,Power Plants,1,496.75,"C,D"
2017,Power Plants,1,854.5,"C,D"
2016,Power Plants,1,1044.5,"C,D"
2016,Power Plants,1,23.25,"C,D"
2015,Power Plants,1,1058.5,"C,D"
2015,Power Plants,1,44.75,"C,D"
2014,Power Plants,1,1056,"C,D"
2014,Power Plants,1,27.5,"C,D"
2013,Power Plants,1,863,"C,D"
2013,Power Plants,1,79,"C,D"
2012,Power Plants,1,990,"C,D"
2012,Power Plants,1,17.5,"C,D"
2011,Power Plants,1,983.75,"C,D"
2011,Power Plants,1,32.25,"C,D"
2011,Power Plants,3,8.25,"C,D"
2022,Power Plants,1,611.75,"C,D"
2022,Power Plants,2,2,"C,D"
2022,Power Plants,1,425.75,"C,D"
2022,Power Plants,2,2.5,"C,D"
2022,Power Plants,2,0.25,"C,D"
2022,Power Plants,2,1,"C,D"
2022,Power Plants,1,1423.5,"C,D"
2022,Power Plants,2,6,"C,D"
2022,Power Plants,1,2294,"C,D"
2022,Power Plants,4,5.5,"C,D"
2022,Power Plants,2,0.25,"C,D"
2022,Power Plants,2,1,"C,D"
2022,Power Plants,2,0.25,"C,D"
2021,Power Plants,1,1681,"C,D"
2021,Power Plants,2,4,"C,D"
2021,Power Plants,1,1564.5,"C,D"
2021,Power Plants,2,3.5,"C,D"
2021,Power Plants,2,0.75,"C,D"
2021,Power Plants,2,0.5,"C,D"
2021,Power Plants,1,2042.25,"C,D"
2021,Power Plants,2,3,"C,D"
2021,Power Plants,1,4721.75,"C,D"
2021,Power Plants,4,7.5,"C,D"
2021,Power Plants,2,0.5,"C,D"
2021,Power Plants,2,1,"C,D"
2020,Power Plants,1,971.5,"C,D"
2020,Power Plants,2,3.5,"C,D"
2020,Power Plants,1,1068.5,"C,D"
2020,Power Plants,2,4.5,"C,D"
2020,Power Plants,2,1.25,"C,D"
2020,Power Plants,2,0.75,"C,D"
2020,Power Plants,1,1141.5,"C,D"
2020,Power Plants,2,2.25,"C,D"
2020,Power Plants,1,2159,"C,D"
2020,Power Plants,4,5.5,"C,D"
2020,Power Plants,2,0.25,"C,D"
2020,Power Plants,2,0.25,"C,D"
2020,Power Plants,2,0.25,"C,D"
2020,Power Plants,2,0.25,"C,D"
2019,Power Plants,1,122.5,"C,D"
2019,Power Plants,2,0.5,"C,D"
2019,Power Plants,1,1687,"C,D"
2019,Power Plants,2,4.75,"C,D"
2019,Power Plants,1,1794.5,"C,D"
2019,Power Plants,2,6.5,"C,D"
2019,Power Plants,2,0.25,"C,D"
2019,Power Plants,2,0.75,"C,D"
2019,Power Plants,1,3022.5,"C,D"
2019,Power Plants,2,4,"C,D"
2019,Power Plants,1,5255,"C,D"
2019,Power Plants,4,9.25,"C,D"
2019,Power Plants,2,0.25,"C,D"
2019,Power Plants,2,0.25,"C,D"
2019,Power Plants,2,0.25,"C,D"
2018,Power Plants,1,2095.25,"C,D"
2018,Power Plants,2,4.25,"C,D"
2018,Power Plants,4,3,"C,D"
2018,Power Plants,1,2008.75,"C,D"
2018,Power Plants,2,4,"C,D"
2018,Power Plants,1,2003.25,"C,D"
2018,Power Plants,2,5,"C,D"
2018,Power Plants,2,0.75,"C,D"
2018,Power Plants,2,0.5,"C,D"
2018,Power Plants,1,2493,"C,D"
2018,Power Plants,2,5.75,"C,D"
2018,Power Plants,1,4775.5,"C,D"
2018,Power Plants,4,9.5,"C,D"
2018,Power Plants,2,0.25,"C,D"
2018,Power Plants,2,1,"C,D"
2018,Power Plants,2,0.25,"C,D"
2017,Power Plants,1,25,"C,D"
2017,Power Plants,2,211.5,"C,D"
2017,Power Plants,1,2205.25,"C,D"
2017,Power Plants,2,2.5,"C,D"
2017,Power Plants,1,2347.75,"C,D"
2017,Power Plants,2,2.5,"C,D"
2017,Power Plants,2,0.25,"C,D"
2017,Power Plants,2,2,"C,D"
2017,Power Plants,1,3179.5,"C,D"
2017,Power Plants,2,6.5,"C,D"
2017,Power Plants,1,769.5,"C,D"
2017,Power Plants,4,5.75,"C,D"
2017,Power Plants,2,0.25,"C,D"
2017,Power Plants,2,0.5,"C,D"
2016,Power Plants,1,179.5,"C,D"
2016,Power Plants,2,2.5,"C,D"
2016,Power Plants,1,139,"C,D"
2016,Power Plants,2,2,"C,D"
2016,Power Plants,1,133,"C,D"
2016,Power Plants,2,1.25,"C,D"
2016,Power Plants,2,0.25,"C,D"
2016,Power Plants,2,0.25,"C,D"
2016,Power Plants,1,110,"C,D"
2016,Power Plants,2,0.75,"C,D"
2016,Power Plants,1,176.75,"C,D"
2016,Power Plants,2,2.75,"C,D"
2016,Power Plants,1,288.25,"C,D"
2016,Power Plants,4,6,"C,D"
2016,Power Plants,2,0.25,"C,D"
2016,Power Plants,2,0.25,"C,D"
2016,Power Plants,4,15.25,"C,D"
2016,Power Plants,4,13.5,"C,D"
2015,Power Plants,1,1997.5,"C,D"
2015,Power Plants,2,1.5,"C,D"
2015,Power Plants,1,1862.75,"C,D"
2015,Power Plants,2,1.25,"C,D"
2015,Power Plants,1,1864.5,"C,D"
2015,Power Plants,2,1.25,"C,D"
2015,Power Plants,2,0.25,"C,D"
2015,Power Plants,1,2256.75,"C,D"
2015,Power Plants,2,1,"C,D"
2015,Power Plants,1,3093.75,"C,D"
2015,Power Plants,2,4,"C,D"
2015,Power Plants,1,5225,"C,D"
2015,Power Plants,4,8.25,"C,D"
2015,Power Plants,2,0.25,"C,D"
2014,Power Plants,1,1855,"C,D"
2014,Power Plants,2,1.5,"C,D"
2014,Power Plants,4,0.5,"C,D"
2014,Power Plants,1,2022.25,"C,D"
2014,Power Plants,2,1.75,"C,D"
2014,Power Plants,1,1782,"C,D"
2014,Power Plants,2,1.5,"C,D"
2014,Power Plants,4,0.25,"C,D"
2014,Power Plants,2,0.25,"C,D"
2014,Power Plants,1,2057.25,"C,D"
2014,Power Plants,2,1.25,"C,D"
2014,Power Plants,1,3775.75,"C,D"
2014,Power Plants,2,7.75,"C,D"
2014,Power Plants,1,4425,"C,D"
2014,Power Plants,4,6.5,"C,D"
2014,Power Plants,2,0.25,"C,D"
2014,Power Plants,2,1,"C,D"
2013,Power Plants,1,1925,"C,D"
2013,Power Plants,2,0.75,"C,D"
2013,Power Plants,1,1893.5,"C,D"
2013,Power Plants,2,1,"C,D"
2013,Power Plants,4,0.5,"C,D"
2013,Power Plants,1,2146.25,"C,D"
2013,Power Plants,2,1,"C,D"
2013,Power Plants,4,0.25,"C,D"
2013,Power Plants,2,0.25,"C,D"
2013,Power Plants,1,2330.5,"C,D"
2013,Power Plants,2,0.75,"C,D"
2013,Power Plants,1,4611.25,"C,D"
2013,Power Plants,2,10.5,"C,D"
2013,Power Plants,1,6025,"C,D"
2013,Power Plants,4,10.5,"C,D"
2013,Power Plants,2,0.25,"C,D"
2013,Power Plants,2,0.25,"C,D"
2012,Power Plants,1,1989,"C,D"
2012,Power Plants,2,0.5,"C,D"
2012,Power Plants,4,1,"C,D"
2012,Power Plants,1,1875,"C,D"
2012,Power Plants,2,1.75,"C,D"
2012,Power Plants,4,0.75,"C,D"
2012,Power Plants,1,1875,"C,D"
2012,Power Plants,2,0.75,"C,D"
2012,Power Plants,4,1,"C,D"
2012,Power Plants,2,0.25,"C,D"
2012,Power Plants,1,2107.75,"C,D"
2012,Power Plants,2,0.25,"C,D"
2012,Power Plants,1,2777,"C,D"
2012,Power Plants,2,4,"C,D"
2012,Power Plants,1,5899.5,"C,D"
2012,Power Plants,4,9.75,"C,D"
2012,Power Plants,2,0.25,"C,D"
2012,Power Plants,2,0.25,"C,D"
2011,Power Plants,1,1904.75,"C,D"
2011,Power Plants,2,0.25,"C,D"
2011,Power Plants,4,0.25,"C,D"
2011,Power Plants,1,2079,"C,D"
2011,Power Plants,2,0.5,"C,D"
2011,Power Plants,4,0.25,"C,D"
2011,Power Plants,1,2078.25,"C,D"
2011,Power Plants,2,0.25,"C,D"
2011,Power Plants,4,0.25,"C,D"
2011,Power Plants,2,0.25,"C,D"
2011,Power Plants,2,0.25,"C,D"
2011,Power Plants,1,2123.25,"C,D"
2011,Power Plants,2,0.25,"C,D"
2011,Power Plants,4,0.5,"C,D"
2011,Power Plants,1,4684.5,"C,D"
2011,Power Plants,2,6.75,"C,D"
2011,Power Plants,1,5635.25,"C,D"
2011,Power Plants,4,8.75,"C,D"
2011,Power Plants,2,0.25,"C,D"
2022,Power Plants,2,20,"C,D"
2022,Power Plants,2,20.5,"C,D"
2022,Power Plants,2,19.5,"C,D"
2022,Power Plants,2,19,"C,D"
2021,Power Plants,2,18,"C,D"
2021,Power Plants,2,21.75,"C,D"
2021,Power Plants,2,24,"C,D"
2021,Power Plants,2,22,"C,D"
2020,Power Plants,2,27,"C,D"
2020,Power Plants,2,27.75,"C,D"
2020,Power Plants,2,27.25,"C,D"
2020,Power Plants,2,28,"C,D"
2019,Power Plants,2,22.25,"C,D"
2019,Power Plants,2,22.5,"C,D"
2019,Power Plants,2,22.5,"C,D"
2019,Power Plants,2,21.5,"C,D"
2018,Power Plants,2,33.75,"C,D"
2018,Power Plants,2,30,"C,D"
2018,Power Plants,2,32,"C,D"
2018,Power Plants,2,31.75,"C,D"
2017,Power Plants,2,14.75,"C,D"
2017,Power Plants,2,14,"C,D"
2017,Power Plants,2,13.5,"C,D"
2017,Power Plants,2,14.25,"C,D"
2016,Power Plants,2,28,"C,D"
2016,Power Plants,2,26.75,"C,D"
2016,Power Plants,2,26,"C,D"
2016,Power Plants,2,27.5,"C,D"
2015,Power Plants,2,17,"C,D"
2015,Power Plants,2,20,"C,D"
2015,Power Plants,2,17.25,"C,D"
2015,Power Plants,2,20,"C,D"
2014,Power Plants,2,2.25,"C,D"
2014,Power Plants,2,4.25,"C,D"
2014,Power Plants,2,4,"C,D"
2014,Power Plants,2,3.75,"C,D"
2013,Power Plants,2,7.25,"C,D"
2013,Power Plants,2,6.5,"C,D"
2013,Power Plants,2,6.5,"C,D"
2013,Power Plants,2,6.25,"C,D"
2012,Power Plants,2,8.25,"C,D"
2012,Power Plants,2,7.75,"C,D"
2012,Power Plants,2,9.25,"C,D"
2012,Power Plants,2,9,"C,D"
2011,Power Plants,2,4.25,"C,D"
2011,Power Plants,2,3.75,"C,D"
2011,Power Plants,2,3.25,"C,D"
2011,Power Plants,2,3.75,"C,D"
2022,Power Plants,1,623.75,C
2022,Power Plants,2,12,C
2022,Power Plants,3,121,C
2022,Power Plants,3,65.25,C
2022,Power Plants,1,595.75,C
2022,Power Plants,2,10.75,C
2022,Power Plants,3,107.25,C
2022,Power Plants,3,58.25,C
2022,Power Plants,2,0.5,C
2021,Power Plants,1,609.75,C
2021,Power Plants,2,15.5,C
2021,Power Plants,3,55.75,C
2021,Power Plants,3,45.25,C
2021,Power Plants,1,564.75,C
2021,Power Plants,2,16,C
2021,Power Plants,3,50.5,C
2021,Power Plants,3,40.75,C
2020,Power Plants,1,671,C
2020,Power Plants,2,16,C
2020,Power Plants,3,13.5,C
2020,Power Plants,3,33,C
2020,Power Plants,1,675,C
2020,Power Plants,2,19.25,C
2020,Power Plants,3,14,C
2020,Power Plants,3,34.25,C
2019,Power Plants,1,669.75,C
2019,Power Plants,2,6.5,C
2019,Power Plants,3,61.5,C
2019,Power Plants,3,18.75,C
2019,Power Plants,1,710,C
2019,Power Plants,2,8.75,C
2019,Power Plants,3,66.75,C
2019,Power Plants,3,20.75,C
2018,Power Plants,1,777.5,C
2018,Power Plants,2,6,C
2018,Power Plants,3,175.25,C
2018,Power Plants,3,22.25,C
2018,Power Plants,1,780.5,C
2018,Power Plants,2,6.5,C
2018,Power Plants,3,175.25,C
2018,Power Plants,3,22.25,C
2017,Power Plants,1,839.5,C
2017,Power Plants,2,0.25,C
2017,Power Plants,3,138.25,C
2017,Power Plants,3,26.75,C
2017,Power Plants,1,843.25,C
2017,Power Plants,2,0.25,C
2017,Power Plants,3,137.75,C
2017,Power Plants,3,26.75,C
2016,Power Plants,1,869,C
2016,Power Plants,3,257,C
2016,Power Plants,3,25.75,C
2016,Power Plants,1,845.75,C
2016,Power Plants,3,230.75,C
2016,Power Plants,3,24.5,C
2015,Power Plants,1,824.25,C
2015,Power Plants,3,336.25,C
2015,Power Plants,3,28.5,C
2015,Power Plants,1,810.25,C
2015,Power Plants,3,327,C
2015,Power Plants,3,27.75,C
2014,Power Plants,1,797.25,C
2014,Power Plants,3,317.25,C
2014,Power Plants,3,31,C
2014,Power Plants,1,778.75,C
2014,Power Plants,3,308.75,C
2014,Power Plants,3,30,C
2013,Power Plants,1,732.5,C
2013,Power Plants,3,286.75,C
2013,Power Plants,3,32,C
2013,Power Plants,1,711.75,C
2013,Power Plants,3,281.25,C
2013,Power Plants,3,31.25,C
2012,Power Plants,1,733.5,C
2012,Power Plants,3,309.75,C
2012,Power Plants,3,166.5,C
2012,Power Plants,1,745.5,C
2012,Power Plants,3,308.25,C
2012,Power Plants,3,167.25,C
2011,Power Plants,1,679,C
2011,Power Plants,3,287.5,C
2011,Power Plants,3,119.25,C
2011,Power Plants,1,705.25,C
2011,Power Plants,3,295.75,C
2011,Power Plants,3,122,C
2022,Power Plants,1,1776.25,"C,D"
2022,Power Plants,4,3.5,"C,D"
2022,Power Plants,2,2,"C,D"
2022,Power Plants,2,3,"C,D"
2022,Power Plants,2,2.25,"C,D"
2022,Power Plants,4,0.25,"C,D"
2022,Power Plants,4,0.5,"C,D"
2021,Power Plants,1,3434.5,"C,D"
2021,Power Plants,4,6.75,"C,D"
2021,Power Plants,2,0.75,"C,D"
2021,Power Plants,2,3.25,"C,D"
2021,Power Plants,2,3.25,"C,D"
2021,Power Plants,4,0.25,"C,D"
2021,Power Plants,4,0.25,"C,D"
2021,Power Plants,4,0.5,"C,D"
2020,Power Plants,1,902,"C,D"
2020,Power Plants,4,3.75,"C,D"
2020,Power Plants,2,1.5,"C,D"
2020,Power Plants,2,5,"C,D"
2020,Power Plants,2,6.25,"C,D"
2020,Power Plants,4,0.25,"C,D"
2020,Power Plants,4,0.25,"C,D"
2019,Power Plants,1,4332.75,"C,D"
2019,Power Plants,4,4.25,"C,D"
2019,Power Plants,2,5.25,"C,D"
2019,Power Plants,2,4,"C,D"
2019,Power Plants,4,0.25,"C,D"
2018,Power Plants,1,3399,"C,D"
2018,Power Plants,4,4,"C,D"
2018,Power Plants,2,3.25,"C,D"
2018,Power Plants,2,3.75,"C,D"
2018,Power Plants,2,2.5,"C,D"
2018,Power Plants,4,0.25,"C,D"
2017,Power Plants,1,5859.5,"C,D"
2017,Power Plants,4,2.75,"C,D"
2017,Power Plants,2,1,"C,D"
2017,Power Plants,2,0.5,"C,D"
2017,Power Plants,2,1.75,"C,D"
2017,Power Plants,4,0.25,"C,D"
2016,Power Plants,1,494.5,"C,D"
2016,Power Plants,4,1.25,"C,D"
2016,Power Plants,4,0.25,"C,D"
2016,Power Plants,1,23.5,"C,D"
2016,Power Plants,4,1.25,"C,D"
2015,Power Plants,1,5745.5,"C,D"
2015,Power Plants,4,4.25,"C,D"
2015,Power Plants,4,0.25,"C,D"
2015,Power Plants,1,1298.75,"C,D"
2015,Power Plants,4,3.25,"C,D"
2014,Power Plants,1,5579.75,"C,D"
2014,Power Plants,3,3.5,"C,D"
2014,Power Plants,4,2,"C,D"
2014,Power Plants,4,0.25,"C,D"
2014,Power Plants,1,2009,"C,D"
2014,Power Plants,3,1,"C,D"
2014,Power Plants,4,7.75,"C,D"
2013,Power Plants,1,7147.5,"C,D"
2013,Power Plants,4,3.75,"C,D"
